1stFlrSF,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1440,No,133,ALQ,1307,0,None,1979.0,1440,Fa,12108,0,4,4,1440,1955,1955,118000
1146,Av,786,GLQ,82,438,Unf,2003.0,1146,Gd,9590,22,5,7,868,2003,2003,187500
1494,Av,437,LwQ,0,481,Fin,1995.0,1494,Ex,9549,30,5,8,1494,1995,1996,270000
1462,No,1170,GLQ,292,738,Fin,2004.0,2224,Ex,8834,0,5,9,1462,2004,2005,350000
820,No,0,Unf,731,186,Unf,1921.0,1343,TA,7681,0,6,5,731,1921,1950,154900
1210,No,281,Unf,747,683,Fin,1998.0,2452,Gd,16226,50,5,8,1028,1998,1999,267000
1127,No,442,Rec,374,540,RFn,1964.0,1977,TA,9500,52,6,6,816,1964,1978,165000
1064,No,495,GLQ,354,504,RFn,1987.0,1767,Gd,5306,35,7,7,1064,1987,1987,239000
1324,No,863,GLQ,461,550,Fin,2006.0,1324,Gd,6240,38,5,8,1324,2006,2006,254000
912,No,0,Unf,912,330,Unf,1948.0,1458,TA,17503,0,5,6,912,1948,1950,97500
1314,No,24,GLQ,1290,440,RFn,2006.0,1314,Gd,9317,22,5,6,1314,2006,2006,176432
1575,No,430,GLQ,1145,529,RFn,1992.0,1575,Gd,8012,0,5,6,1575,1992,1992,179200
1620,Gd,1022,GLQ,598,912,Fin,2008.0,1620,Ex,12898,0,5,9,1620,2007,2008,315500
1104,Av,0,Unf,1104,304,Unf,1957.0,1788,TA,11250,0,5,4,1104,1957,1989,161500
913,Gd,187,LwQ,0,240,Unf,1990.0,913,TA,8400,0,5,6,814,1966,1966,129000
2073,No,790,ALQ,589,500,Unf,1978.0,2073,TA,13175,0,6,6,1542,1978,1988,210000
764,No,0,Unf,776,492,Unf,1999.0,1441,Gd,2645,0,5,8,776,1999,2000,174000
815,No,0,Unf,815,225,Unf,1916.0,1690,TA,8850,0,6,7,815,1916,1950,144000
1437,No,988,Rec,200,576,Unf,1999.0,1437,TA,14175,0,6,5,1188,1956,1987,168000
2156,No,297,BLQ,1203,508,RFn,1968.0,2156,TA,20781,80,7,7,1568,1968,2003,262500
864,No,468,Rec,396,0,None,1979.0,864,TA,5604,0,6,5,864,1925,1950,98000
536,No,129,Rec,175,336,Unf,1976.0,1112,TA,2592,0,3,5,536,1976,1976,85000
1122,No,700,ALQ,0,746,RFn,1990.0,2243,Gd,13474,44,5,7,700,1990,1991,225000
810,No,0,Unf,686,210,Unf,1940.0,1328,TA,9906,172,4,4,686,1925,1950,107000
968,No,0,Unf,656,216,Unf,1928.0,968,TA,10800,0,6,4,656,1927,2007,64500
698,No,0,Unf,698,384,Unf,2003.0,1396,TA,8730,0,7,6,698,1915,2003,153575
1856,Av,1445,GLQ,411,834,Fin,2010.0,1856,Ex,11394,0,2,9,1856,2010,2010,394432
1610,No,1288,GLQ,294,789,Fin,2007.0,2161,Ex,10562,120,5,8,1582,2007,2007,325624
1602,No,1246,ALQ,356,529,Fin,1977.0,1602,Gd,16635,0,7,6,1602,1977,2000,215000
630,No,0,Unf,630,280,Unf,1991.0,1302,TA,1680,0,5,5,630,1971,1971,112000
807,No,457,GLQ,326,393,Fin,2002.0,1509,Gd,7861,75,5,6,783,2002,2003,183200
912,No,737,ALQ,175,352,Unf,1962.0,912,TA,12968,0,6,5,912,1962,1962,144000
1004,No,399,ALQ,605,420,Unf,1950.0,1664,TA,5000,24,7,6,1004,1947,1950,159000
1390,No,423,Rec,758,576,Unf,1925.0,1694,TA,8400,0,5,6,1181,1925,1950,136500
747,No,0,Unf,747,220,Unf,1945.0,747,TA,4608,0,6,4,747,1945,1950,80000
1040,None,0,Unf,0,420,Unf,1950.0,1040,TA,7200,29,5,4,0,1950,1950,109900
831,No,0,Unf,831,493,RFn,2002.0,1660,Gd,8935,68,5,7,831,2002,2002,195000
1026,No,218,LwQ,808,308,Unf,1924.0,1691,Gd,5000,0,6,5,1026,1924,1950,127000
864,No,398,ALQ,317,720,RFn,1980.0,864,Gd,7200,0,8,5,864,1950,2002,129000
752,No,623,ALQ,0,264,Unf,1984.0,752,TA,7175,0,5,6,744,1984,1984,125000
963,No,361,GLQ,602,564,RFn,2001.0,1792,Gd,12435,96,5,7,963,2001,2001,231500
764,No,0,Unf,764,474,RFn,2003.0,1626,Gd,2628,27,5,7,764,2003,2003,175500
1484,Av,428,GLQ,1048,472,RFn,2006.0,1484,Ex,9037,33,5,8,1476,2006,2006,265900
1675,No,0,Unf,1470,870,Unf,2003.0,3493,Gd,18386,0,9,7,1470,1880,2002,295000
1652,No,1572,GLQ,80,840,Fin,2006.0,1652,Ex,13173,102,5,9,1652,2006,2007,325000
1276,No,0,Unf,1276,350,Unf,1958.0,1276,TA,9571,0,3,5,1276,1958,1958,60000
1112,No,120,BLQ,736,271,Unf,1950.0,1668,TA,9600,0,8,6,856,1950,2005,140000
720,No,0,Unf,720,0,None,1979.0,1192,TA,10800,0,4,4,720,1949,1950,135000
884,Av,747,ALQ,0,504,RFn,1983.0,884,Gd,9180,0,7,5,840,1983,1983,144000
1180,Gd,1065,GLQ,92,454,Unf,1988.0,2062,TA,14364,55,5,7,1157,1988,1989,277000
827,None,0,None,0,392,Unf,1967.0,827,TA,7200,0,7,5,0,1955,2007,107500
1136,No,0,Unf,728,532,Unf,1997.0,2019,Gd,11414,135,8,7,728,1910,1993,167500
616,Mn,0,Unf,264,336,Fin,1976.0,1304,TA,2665,24,6,5,264,1976,1976,115000
684,No,0,Unf,684,216,Unf,1930.0,1368,TA,3600,158,7,6,684,1910,1993,114504
840,No,0,Unf,840,379,Unf,1915.0,1605,TA,5790,0,6,3,840,1915,1950,107400
2020,No,1436,GLQ,570,900,Fin,2009.0,2020,Ex,12220,54,5,10,2006,2009,2009,402861
625,No,0,Unf,625,528,RFn,2006.0,1250,Gd,4251,54,5,7,625,2006,2007,164700
1624,No,1456,GLQ,168,757,RFn,1994.0,1624,Gd,12461,114,5,8,1624,1994,1995,262000
845,No,565,ALQ,280,360,Unf,1987.0,845,TA,7599,0,6,4,845,1982,2006,129500
1389,Av,1071,ALQ,195,418,RFn,1975.0,1389,TA,10010,38,5,5,1389,1974,1975,170000
968,No,0,Unf,968,480,Unf,1935.0,968,TA,8520,0,6,5,968,1923,2006,100000
546,No,0,Unf,546,286,Unf,1970.0,1092,TA,2001,0,5,4,546,1970,1970,75000
848,Av,685,GLQ,163,420,Fin,2003.0,848,Gd,4435,0,5,6,848,2003,2004,144000
1269,No,374,BLQ,363,308,Unf,1964.0,1269,TA,7931,0,6,5,1269,1960,1960,155000
1092,No,170,LwQ,252,288,Unf,1962.0,1092,TA,11616,20,5,5,1092,1962,1962,139000
1468,No,795,ALQ,0,539,Fin,1977.0,2263,Gd,16659,250,7,7,795,1977,1994,235000
952,No,228,ALQ,724,283,Unf,1956.0,952,TA,8475,0,7,4,952,1956,1956,135750
736,No,0,Unf,736,0,None,1979.0,1452,TA,4456,0,5,4,736,1920,2008,113000
1039,Mn,841,BLQ,198,504,Unf,1965.0,1039,TA,11625,0,4,5,1039,1965,1965,131500
1204,No,866,GLQ,338,412,Unf,1998.0,1204,TA,4500,247,5,6,1204,1998,1998,162000
1117,Av,422,ALQ,480,672,Unf,1976.0,1117,TA,7819,0,5,6,1029,1976,1976,107000
2196,Mn,485,ALQ,1496,701,RFn,1990.0,2196,Gd,14684,70,7,7,2158,1990,1991,271900
985,Av,595,GLQ,390,328,Unf,1977.0,985,TA,8385,0,8,5,985,1977,1977,149900
1629,No,1124,GLQ,1603,880,Unf,2003.0,1629,Gd,10655,0,5,8,3206,2003,2004,284000
877,No,0,Unf,861,216,Unf,1928.0,1477,TA,6292,50,7,7,861,1928,1950,145000
980,No,560,BLQ,420,484,Unf,1986.0,980,TA,7064,0,6,5,980,1977,1977,135000
1166,No,728,GLQ,367,590,RFn,1992.0,2295,Gd,13346,40,5,7,1095,1992,2000,268000
900,No,0,Unf,602,180,Unf,1923.0,1502,Gd,10592,0,7,6,602,1923,1996,165000
1575,Av,0,Unf,697,432,Unf,1966.0,2201,Gd,19690,236,7,6,697,1966,1966,274970
1050,No,789,GLQ,245,836,Fin,2008.0,2078,Ex,10800,102,5,8,1034,2007,2008,339750
800,No,0,Unf,264,0,None,1979.0,800,Fa,6120,0,3,2,264,1936,1950,60000
1578,No,0,Unf,1573,840,Unf,2008.0,1578,Ex,9262,36,5,8,1573,2008,2009,287090
1932,Av,1336,GLQ,596,774,Fin,2008.0,1932,Ex,12444,66,5,8,1932,2008,2008,394617
1507,No,666,ALQ,409,404,Unf,1960.0,1507,TA,7910,0,5,5,1075,1960,1960,127000
900,No,450,BLQ,432,280,Unf,1970.0,900,TA,9819,0,5,5,882,1967,1967,122000
1718,Gd,1172,GLQ,528,786,Fin,2008.0,1718,Ex,12456,48,5,10,1700,2006,2007,337500
1089,No,0,Unf,636,240,Unf,1937.0,1750,Ex,9000,0,6,5,636,1880,1991,124000
1383,No,719,Unf,660,834,Fin,1996.0,2398,Gd,11787,60,5,7,1379,1996,1997,315750
774,No,0,Unf,774,680,Fin,2009.0,1968,Ex,12003,75,5,8,774,2009,2010,269500
1536,Av,810,GLQ,726,532,RFn,2002.0,1536,Gd,9135,74,5,7,1536,2002,2003,214000
864,No,203,Rec,661,200,Unf,1938.0,864,TA,8212,0,3,3,864,1914,1950,58500
3228,No,1231,GLQ,1969,546,Unf,1992.0,3228,Gd,12692,75,5,8,3200,1992,1993,430000
1518,No,1351,GLQ,83,670,RFn,2003.0,2149,Gd,12822,43,5,7,1434,2003,2003,239686
1320,No,0,Unf,1240,864,Unf,1950.0,2640,Gd,11700,0,7,7,1240,1880,2003,265979
1682,No,0,Unf,1304,530,Unf,1970.0,1682,TA,10400,0,6,7,1304,1970,1970,174000
1038,Mn,0,Unf,1030,878,RFn,2005.0,2098,Ex,10240,52,5,8,1030,2005,2005,275500
864,No,553,Rec,0,360,Unf,1965.0,864,TA,8281,0,5,5,864,1965,1965,62383
1168,Av,562,Unf,29,530,RFn,1969.0,1968,TA,11075,189,4,5,784,1969,1969,172000
1097,No,338,GLQ,702,480,Unf,1986.0,1097,TA,9672,0,5,6,1040,1984,1985,152000
684,Mn,0,Unf,684,528,Unf,2005.0,1196,Gd,12354,46,8,6,684,1920,2000,110000
1252,No,57,ALQ,554,451,Unf,1958.0,1920,Gd,13650,0,5,5,1052,1958,1958,172500
1728,No,231,LwQ,1497,576,Unf,1987.0,1728,TA,13101,0,5,5,1728,1965,1965,142600
1128,No,804,GLQ,324,577,Unf,2002.0,2031,Gd,9473,211,5,8,1128,2002,2002,237000
1196,No,616,LwQ,580,297,RFn,1956.0,1196,TA,9000,44,5,6,1196,1956,1956,139000
803,Av,116,BLQ,604,360,Unf,1941.0,803,TA,5000,0,6,5,720,1941,1950,87000
780,No,493,Rec,0,462,Fin,1969.0,1620,TA,10793,0,5,5,780,1969,1969,152000
2097,Mn,1721,Unf,356,1134,Fin,2005.0,2097,Ex,20896,267,5,8,2077,2005,2006,423000
1869,No,0,Unf,1869,617,RFn,2007.0,1869,Ex,7820,54,5,9,1869,2007,2007,318061
956,No,0,Unf,930,431,Fin,1998.0,1886,Gd,11214,0,5,7,930,1998,1999,199900
480,Av,50,BLQ,430,308,Unf,1958.0,480,TA,9000,0,3,2,480,1949,1950,35311
1296,None,0,None,0,516,Unf,1967.0,1296,TA,10791,0,5,4,0,1967,1967,90000
816,Mn,690,ALQ,126,288,Unf,1958.0,816,TA,8877,0,6,4,816,1938,1958,100000
1601,No,704,ALQ,567,478,RFn,1978.0,1601,TA,11880,0,5,7,1271,1978,1978,157000
962,No,0,Unf,936,451,Fin,2000.0,1792,TA,10261,0,5,6,936,2000,2000,186500
1352,No,1012,GLQ,326,796,RFn,1993.0,2520,Gd,14541,55,7,8,1338,1993,1993,310000
1144,Av,748,Unf,102,796,RFn,1959.0,1144,TA,8163,0,6,5,1144,1959,1959,143000
990,No,0,Unf,612,621,RFn,1998.0,2601,TA,9842,0,6,5,612,1921,1998,189000
972,No,0,Unf,972,312,Unf,1939.0,1577,Fa,6435,0,5,6,972,1939,1950,140200
970,No,630,GLQ,340,624,Unf,1996.0,970,TA,8480,24,6,5,970,1963,1963,132500
2036,Gd,1236,ALQ,80,513,RFn,1965.0,2036,TA,215245,0,5,7,2136,1965,1965,375000
1026,No,439,GLQ,115,440,RFn,1969.0,1026,Gd,7930,48,8,6,1026,1969,2005,156000
698,No,0,Unf,698,0,None,1979.0,698,TA,9405,200,9,5,698,1947,2008,118000
1533,Gd,655,ALQ,878,576,Unf,1975.0,1533,Gd,70761,54,5,7,1533,1975,1975,280000
854,No,360,Rec,360,660,Unf,1991.0,1382,TA,12358,0,6,5,720,1941,1950,128500
1391,Mn,16,Unf,1375,530,Unf,2004.0,1391,Gd,4282,158,5,7,1391,2004,2004,196000
1078,Mn,49,Unf,0,240,Unf,1950.0,1078,Gd,9717,0,6,5,1078,1950,1996,142125
1296,No,1005,GLQ,262,471,Fin,2001.0,1296,Gd,6853,25,5,8,1267,2001,2002,220000
1442,No,608,Rec,834,301,RFn,1958.0,1442,TA,9750,0,6,6,1442,1958,1958,157900
1024,Av,0,Unf,940,0,None,1979.0,1964,TA,8525,192,6,5,940,1911,1950,130000
1502,No,0,Unf,1502,644,RFn,2009.0,1502,Gd,9541,114,5,7,1502,2009,2009,233170
1392,No,1040,Rec,352,458,RFn,1957.0,1392,TA,11900,0,5,6,1392,1957,1957,166000
1768,No,0,Unf,1768,0,None,1979.0,1768,TA,10778,0,5,4,1768,1968,1968,136500
1582,Av,812,Rec,812,390,Unf,1964.0,1582,TA,36500,198,5,5,1624,1964,1964,190000
958,Mn,498,BLQ,460,301,RFn,1960.0,958,TA,12772,0,8,6,958,1960,1998,151500
894,Av,777,Rec,117,600,RFn,1985.0,894,TA,7200,0,5,5,894,1972,1972,123000
1224,No,883,GLQ,341,402,Fin,1999.0,1224,TA,4500,304,5,6,1224,1999,1999,165000
1742,Av,1280,GLQ,402,846,Fin,2008.0,2332,Ex,12474,134,5,10,1682,2007,2008,426000
1269,No,24,GLQ,1232,430,Fin,2004.0,1269,Gd,3182,20,5,8,1256,2004,2005,192000
1776,Gd,80,GLQ,1652,712,Fin,2006.0,1776,Gd,15306,0,5,8,1732,2006,2007,283463
728,No,0,Unf,728,390,Fin,2005.0,1456,Gd,8461,24,5,6,728,2005,2006,163990
1194,Mn,655,ALQ,0,539,Fin,1954.0,1194,TA,8910,0,6,6,655,1959,1959,159500
1008,No,643,BLQ,365,240,Unf,1953.0,1008,Gd,8923,18,7,5,1008,1953,2006,134500
1555,Av,16,GLQ,1357,430,Fin,2005.0,1555,Gd,3182,20,5,7,1373,2005,2006,192500
892,Mn,0,Unf,747,180,Unf,1914.0,1784,TA,13132,40,5,5,747,1914,1950,138887
1108,No,0,Unf,637,280,Unf,1930.0,1108,Gd,7449,0,7,7,637,1930,1950,139400
754,No,0,Unf,384,400,Fin,2007.0,1394,Gd,9735,0,5,5,384,2006,2007,167500
980,No,394,Unf,586,496,Unf,1988.0,1714,TA,10421,66,5,7,980,1988,1988,196500
882,None,0,None,0,294,RFn,1959.0,882,TA,8339,0,7,5,0,1959,1959,106500
1306,No,0,Unf,728,0,None,1979.0,1306,Fa,5350,0,2,3,728,1940,1966,76500
626,No,0,Unf,626,288,RFn,1980.0,1217,TA,10762,28,6,6,626,1980,1980,120000
990,No,495,GLQ,495,299,Unf,1996.0,990,TA,8775,64,5,5,990,1994,1994,126000
1132,Av,0,Unf,1117,691,Unf,2004.0,2452,Gd,13418,32,5,8,1117,2004,2005,309000
848,Av,685,GLQ,163,420,Unf,2003.0,848,Gd,4435,0,5,6,848,2003,2003,140000
697,No,551,BLQ,121,300,Unf,1930.0,1369,TA,6629,0,6,6,672,1925,1950,103600
1218,No,27,GLQ,1191,676,Fin,2009.0,1218,Gd,7862,102,5,6,1218,2009,2009,208300
1423,No,0,Unf,588,672,Fin,1993.0,2555,TA,11526,0,7,6,588,1922,1994,191000
1247,No,1039,GLQ,208,550,Fin,2005.0,1247,Gd,3316,84,5,8,1247,2005,2005,197000
1542,No,896,ALQ,434,619,Fin,1977.0,2872,TA,12227,282,7,6,1330,1977,1995,272000
1652,Gd,1480,GLQ,120,482,Unf,2008.0,1652,Gd,5587,53,5,8,1600,2008,2008,392500
1844,No,705,BLQ,1139,546,RFn,1977.0,1844,TA,11751,122,6,6,1844,1977,1977,190000
1113,Mn,341,GLQ,772,689,RFn,2005.0,1971,Gd,9675,48,5,7,1113,2005,2005,253000
1007,No,0,Unf,982,463,Fin,2000.0,1800,TA,8123,63,5,6,982,2000,2000,179000
1062,No,750,GLQ,300,574,Fin,1993.0,1949,Gd,9938,90,5,7,1050,1993,1994,236000
630,Av,150,LwQ,0,0,None,1979.0,630,TA,1491,24,6,4,630,1972,1972,75500
1494,Mn,922,GLQ,572,530,RFn,2002.0,1494,Gd,12803,36,5,7,1494,2002,2002,221000
600,No,0,Unf,600,0,None,1979.0,968,TA,5925,0,6,3,600,1910,1950,37900
1274,No,925,GLQ,349,508,Unf,2005.0,1274,Gd,8814,98,5,7,1274,2005,2007,203000
1520,Av,674,BLQ,350,364,RFn,1955.0,1520,TA,9600,0,6,6,1156,1955,1972,153000
1285,No,0,Unf,660,528,RFn,1977.0,1285,TA,8197,0,5,6,660,1977,1977,143500
807,No,0,Unf,783,393,Fin,2003.0,1509,Gd,7875,75,5,7,783,2003,2003,180000
1142,No,0,Unf,793,550,RFn,1976.0,1935,TA,12384,113,7,7,793,1976,1976,197900
816,Av,816,GLQ,0,0,None,1979.0,816,TA,11841,32,5,6,816,1990,1990,118500
1200,No,833,Unf,343,555,RFn,2003.0,1200,Gd,10083,41,5,7,1176,2003,2003,184900
997,No,0,Unf,941,548,Unf,1958.0,1470,TA,8172,0,6,4,941,1954,1972,135000
1656,Gd,639,BLQ,441,528,Fin,1960.0,1656,TA,31770,62,5,6,1080,1960,1960,215000
792,No,0,Unf,768,240,Unf,1924.0,792,Gd,9022,0,8,5,768,1924,2006,109500
1694,No,0,Unf,1694,818,Fin,2007.0,1694,Gd,12030,228,5,8,1694,2007,2007,318000
1800,Gd,1274,GLQ,526,765,Fin,2002.0,1800,Gd,14331,78,5,8,1800,2002,2002,312500
1422,No,0,Unf,662,560,Unf,1945.0,2337,TA,13600,57,5,5,662,1900,1950,90000
1168,Mn,196,Rec,844,315,Unf,1949.0,1846,TA,10496,0,6,6,1040,1949,1950,143000
1026,Gd,505,GLQ,0,576,Unf,1981.0,1026,TA,10970,0,6,6,940,1978,1978,147000
904,No,0,Unf,876,408,Unf,1966.0,904,TA,7162,0,7,5,876,1966,1966,109900
1126,No,936,ALQ,190,484,RFn,1977.0,1126,TA,17400,41,5,5,1126,1977,1977,160000
1136,Av,970,GLQ,166,872,Unf,2004.0,2468,Gd,12099,154,5,8,1136,2004,2004,354000
988,Gd,938,ALQ,0,540,Unf,1969.0,988,TA,21453,130,5,6,938,1969,1969,180000
1052,Av,1016,Unf,36,288,RFn,1968.0,1052,TA,8400,0,5,5,1052,1968,1968,138500
572,No,0,Unf,572,0,None,1979.0,1096,TA,9600,8,5,6,572,1924,1950,79000
1141,No,0,Unf,1141,484,Unf,2005.0,1141,TA,13072,0,5,6,1141,2005,2005,142500
1012,No,247,Rec,485,484,RFn,1972.0,1790,TA,10400,0,5,6,732,1972,1972,165150
1004,Mn,668,GLQ,336,660,Fin,1999.0,1852,Gd,9066,106,5,8,1004,1999,2000,230000
520,Av,490,GLQ,30,0,Unf,1979.0,754,TA,6780,0,8,6,520,1935,1982,84500
624,No,0,Unf,624,513,Unf,1916.0,1344,TA,4571,0,5,5,624,1916,1950,98000
2207,Gd,912,GLQ,1035,576,RFn,1970.0,2207,TA,19900,0,5,7,1947,1970,1989,180000
1307,No,0,Unf,907,360,Unf,1908.0,2358,TA,45600,40,8,6,907,1908,1997,240000
1175,No,575,GLQ,487,831,Fin,1994.0,2715,Gd,8963,204,9,8,1142,1976,1996,299800
1364,Av,659,GLQ,705,484,RFn,2005.0,1364,Gd,7052,36,5,7,1364,2005,2005,185850
1253,No,0,Unf,1237,402,Fin,1995.0,1253,TA,7875,21,5,7,1237,1995,1996,176000
1328,No,569,ALQ,678,528,Unf,1963.0,1328,TA,9790,26,5,6,1328,1963,1963,143000
1422,No,0,Unf,978,286,RFn,1960.0,1422,TA,12342,0,5,5,978,1960,1978,139900
1186,No,454,BLQ,314,486,Unf,1965.0,1986,TA,13600,42,6,7,768,1965,1990,205000
952,No,0,Unf,952,192,Unf,1916.0,952,Fa,8854,98,6,6,952,1916,1950,121000
1660,Mn,1220,GLQ,440,500,RFn,2006.0,1660,Gd,10182,50,5,8,1660,2006,2006,290000
2234,No,1904,GLQ,312,1166,Fin,2009.0,2234,Ex,17423,60,5,9,2216,2008,2009,501837
790,Mn,384,Unf,384,160,Unf,1925.0,790,TA,6292,141,5,6,768,1930,1950,91000
1340,Av,24,GLQ,1316,396,Fin,2007.0,1340,Gd,8899,30,5,7,1340,2007,2007,181134
1610,Mn,1200,ALQ,410,480,RFn,1977.0,1610,Gd,10603,68,7,6,1610,1977,2001,205000
1361,No,498,GLQ,652,600,RFn,1977.0,2620,TA,18890,24,5,5,1361,1977,1977,190000
1248,Av,16,GLQ,1232,438,Fin,2005.0,1248,Gd,3010,0,5,7,1248,2005,2006,167240
912,Mn,832,GLQ,80,288,Unf,1962.0,912,Gd,6768,0,8,6,912,1961,1996,142000
943,Gd,828,GLQ,115,472,Fin,1998.0,1638,TA,9042,38,5,6,943,1998,1998,192000
1622,Av,1159,BLQ,90,1356,Fin,1975.0,1622,TA,32463,0,4,4,1249,1961,1975,168000
1436,No,774,ALQ,104,180,Unf,1945.0,2320,Gd,7259,0,8,6,1028,1945,2002,259500
1144,No,572,Rec,572,456,Unf,1961.0,1144,TA,7875,0,6,5,1144,1961,1961,139950
848,No,182,Rec,611,281,Unf,1968.0,1520,TA,4500,0,5,5,793,1932,2000,159434
1516,No,196,Rec,975,472,RFn,1964.0,1516,TA,10004,0,6,6,1516,1964,1964,167000
1498,Mn,0,Unf,1498,675,Unf,2006.0,1498,Gd,8990,33,5,7,1498,2006,2006,204900
804,No,690,ALQ,114,560,Fin,2001.0,1961,Gd,12209,192,5,6,804,2001,2002,215000
728,No,0,Unf,728,440,Fin,2006.0,1456,Gd,11103,0,5,7,728,2006,2006,155835
1207,Mn,0,Unf,1032,349,Unf,1940.0,2403,TA,24090,0,7,7,1032,1940,1950,244400
1944,Gd,1274,Unf,622,708,Fin,2003.0,1944,Ex,12378,175,5,9,1896,2003,2004,360000
1368,No,0,Unf,1368,474,RFn,2005.0,1368,Gd,6955,35,5,7,1368,2005,2006,202500
882,No,633,GLQ,240,588,RFn,1999.0,1790,Gd,9179,88,5,7,873,1999,1999,193000
1476,Av,1330,GLQ,122,858,Fin,2008.0,2713,Ex,14948,66,5,9,1452,2008,2008,446261
720,No,0,Unf,720,312,Unf,1948.0,1271,TA,21286,0,5,5,720,1948,1950,135000
1872,Av,929,GLQ,916,604,Unf,1988.0,1872,TA,10400,39,5,7,1845,1988,1988,241500
1190,Mn,828,GLQ,180,577,Fin,1984.0,2090,Gd,5062,0,5,7,1190,1984,1984,207500
882,Mn,706,GLQ,88,546,RFn,1998.0,1796,TA,9531,36,5,6,794,1998,1998,211000
1302,Av,0,Unf,1302,436,Fin,2007.0,1302,Gd,8993,22,5,7,1302,2007,2007,176485
2524,No,1104,ALQ,1420,542,Fin,1981.0,2524,Gd,9600,120,5,8,2524,1981,1981,278000
840,No,315,ALQ,420,338,Fin,1967.0,1374,TA,5400,0,6,4,840,1920,1950,105000
764,No,567,GLQ,197,474,RFn,2003.0,1626,Gd,2268,27,5,7,764,2003,2004,173000
735,No,0,Unf,735,240,Unf,1940.0,1034,TA,10134,39,6,5,735,1940,1950,109000
1518,Gd,1218,GLQ,300,588,RFn,2003.0,1518,Ex,12677,140,5,8,1518,2003,2004,274000
1226,No,224,LwQ,816,240,Unf,1951.0,1818,TA,7758,0,4,7,1040,1931,1950,169500
